Title,Year,Rating,Votes,Runtime(min),Genres_x,Overview,Director_x,Actors,RT_CriticScore,RT_AudienceScore,Genres_y,Director_y,Runtime_x,RT_Link,Metascore,UserScore,Genres,Director,Runtime_y
the man who would be king,1975,,,,,,,,,,,,,,91.0,75.0,"Adventure,Drama,War",John Huston,129.0
the manchurian candidate,1962,,,,,,,,,,,,,,94.0,79.0,"Drama,Thriller",John Frankenheimer,126.0
the matrix,1999,8.224,26261.0,136.0,"Action, Science Fiction","Set in the 22nd century, The Matrix tells the story of a computer hacker who joins a group of underground insurgents fighting the vast and powerful computers who now rule the earth.",Lana Wachowski,"Keanu Reeves, Laurence Fishburne, Carrie-Anne Moss, Hugo Weaving, Gloria Foster",,,,,,,,,,,
the miracle worker,1962,7.859,308.0,106.0,Drama,"The true story of the frightening, lonely world of silence and darkness of 7-year-old Helen Keller who, since infancy, has never seen the sky, heard her mother's voice or expressed her innermost feelings. Then Annie Sullivan, a 20-year-old teacher from Boston, arrives. Having just recently regained her own sight, the no-nonsense Annie reaches out to Helen through the power of touch, the only tool they have in common, and leads her bold pupil on a miraculous journey from fear and isolation to happiness and light.",Arthur Penn,"Anne Bancroft, Patty Duke, Victor Jory, Inga Swenson, Andrew Prine",,,,,,,,,,,
the missing picture,2013,,,,,,,,99.0,76.0,documentary,Rithy Panh,1h 30m,http://www.rottentomatoes.com/m/the_missing_picture,,,,,
the mitchells vs. the machines,2021,7.888,3025.0,110.0,"Animation, Adventure, Comedy","A quirky, dysfunctional family's road trip is upended when they find themselves in the middle of the robot apocalypse and suddenly become humanity's unlikeliest last hope.",Mike Rianda,"Abbi Jacobson, Danny McBride, Maya Rudolph, Mike Rianda, Eric André",,,,,,,,,,,
the mother and the whore,1973,,,,,,,,,,,,,,89.0,0.0,"Drama,Romance",Jean Eustache,217.0
the night of the hunter,1955,7.9,1659.0,93.0,"Crime, Drama, Thriller","In Depression-era West Virginia, a serial-killing preacher hunts two young children who know the whereabouts of a stash of money.",Charles Laughton,"Robert Mitchum, Billy Chapin, Sally Jane Bruce, Shelley Winters, Lillian Gish",,,,,,,97.0,81.0,"Crime,Drama,Film-Noir,Thriller",Charles Laughton,92.0
the notebook,2004,7.889,11801.0,123.0,"Romance, Drama","An epic love story centered around an older man who reads aloud to a woman with Alzheimer's. From a faded notebook, the old man's words bring to life the story about a couple who is separated by World War II, and is then passionately reunited, seven years later, after they have taken different paths.",Nick Cassavetes,"Ryan Gosling, Rachel McAdams, Gena Rowlands, James Garner, Joan Allen",,,,,,,,,,,
the overnighters,2014,,,,,,,,,,,,,,89.0,71.0,"Documentary,Drama",Jesse Moss,102.0
the passenger (re-release),2005,,,,,,,,,,,,,,90.0,71.0,"Drama,Thriller",Michelangelo Antonioni,126.0
the passion of joan of arc,1928,7.992,979.0,82.0,"Drama, History","A classic of the silent age, this film tells the story of the doomed but ultimately canonized 15th-century teenage warrior. On trial for claiming she'd spoken to God, Jeanne d'Arc is subjected to inhumane treatment and scare tactics at the hands of church court officials. Initially bullied into changing her story, Jeanne eventually opts for what she sees as the truth. Her punishment, a famously brutal execution, earns her perpetual martyrdom.",Carl Theodor Dreyer,"Maria Falconetti, Eugène Silvain, André Berley, Maurice Schutz, Antonin Artaud",98.0,93.0,"drama, history, biography",Carl Theodor Dreyer,1h 17m,http://www.rottentomatoes.com/m/passion_of_joan_of_arc,,,,,
the passion of joan of arc,1928,7.992,979.0,82.0,"Drama, History","A classic of the silent age, this film tells the story of the doomed but ultimately canonized 15th-century teenage warrior. On trial for claiming she'd spoken to God, Jeanne d'Arc is subjected to inhumane treatment and scare tactics at the hands of church court officials. Initially bullied into changing her story, Jeanne eventually opts for what she sees as the truth. Her punishment, a famously brutal execution, earns her perpetual martyrdom.",Carl Theodor Dreyer,"Maria Falconetti, Eugène Silvain, André Berley, Maurice Schutz, Antonin Artaud",98.0,93.0,"drama, history, biography",Carl Theodor Dreyer,1h 17m,http://www.rottentomatoes.com/m/passion_of_joan_of_arc,,,,,
the passion of joan of arc,1929,,,,,,,,,,,,,,98.0,86.0,"Biography,Drama,History",Carl Theodor Dreyer,110.0
the philadelphia story,1940,,,,,,,,100.0,93.0,romance,George Cukor,1h 52m,http://www.rottentomatoes.com/m/philadelphia_story,96.0,73.0,"Comedy,Romance",George Cukor,112.0
the philadelphia story,1940,,,,,,,,100.0,93.0,romance,George Cukor,1h 52m,http://www.rottentomatoes.com/m/philadelphia_story,96.0,73.0,"Comedy,Romance",George Cukor,112.0
the philadelphia story,1940,,,,,,,,100.0,93.0,romance,George Cukor,1h 52m,http://www.rottentomatoes.com/m/philadelphia_story,96.0,73.0,"Comedy,Romance",George Cukor,112.0
the pianist,2002,8.379,9462.0,150.0,"Drama, War","The true story of pianist Władysław Szpilman's experiences in Warsaw during the Nazi occupation. When the Jews of the city find themselves forced into a ghetto, Szpilman finds work playing in a café; and when his family is deported in 1942, he stays behind, works for a while as a laborer, and eventually goes into hiding in the ruins of the war-torn city.",Roman Polanski,"Adrien Brody, Thomas Kretschmann, Frank Finlay, Maureen Lipman, Emilia Fox",,,,,,,,,,,
the piano,1993,,,,,,,,,,,,,,89.0,80.0,"Drama,Music,Romance",Jane Campion,121.0
the player,1992,,,,,,,,98.0,84.0,comedy,Robert Altman,2h 3m,http://www.rottentomatoes.com/m/player,,,,,
the postman,1994,7.926,1155.0,109.0,"Comedy, Drama, Romance",Simple Italian postman learns to love poetry while delivering mail to a famous poet; he uses this to woo local beauty Beatrice.,Michael Radford,"Massimo Troisi, Philippe Noiret, Maria Grazia Cucinotta, Renato Scarpa, Linda Moretti",,,,,,,,,,,
the power of the dog,2021,,,,,,,,,,,,,,89.0,66.0,"Drama,Western",Jane Campion,125.0
the prestige,2006,8.203,16439.0,130.0,"Drama, Mystery, Science Fiction","A mysterious story of two magicians whose intense rivalry leads them on a life-long battle for supremacy -- full of obsession, deceit and jealousy with dangerous and deadly consequences.",Christopher Nolan,"Hugh Jackman, Christian Bale, Michael Caine, Piper Perabo, Rebecca Hall",,,,,,,,,,,
the pursuit of happyness,2006,7.891,10032.0,117.0,Drama,A struggling salesman takes custody of his son as he's poised to begin a life-changing professional career.,Gabriele Muccino,"Will Smith, Jaden Smith, Thandiwe Newton, Brian Howe, James Karen",,,,,,,,,,,
the queen,2006,,,,,,,,,,,,,,90.0,76.0,"Biography,Drama",Stephen Frears,103.0
the quiet girl,2022,,,,,,,,,,,,,,89.0,82.0,Drama,Colm Bairéad,94.0
the quintessential quintuplets movie,2022,8.3,407.0,136.0,"Animation, Comedy, Romance","When five lovely young girls who hate studying hire part-time tutor Futaro, he guides not only their education but also their hearts. Time spent has brought them all closer, with feelings growing within the girls and Futaro. As they finish their third year of high school and their last school festival approaches, they set their sights on what’s next. Is there a future with one of them and Futaro?",Masato Jimbo,"Yoshitsugu Matsuoka, Kana Hanazawa, Ayana Taketatsu, Miku Ito, Ayane Sakura",,,,,,,,,,,
the red shoes,1948,7.969,683.0,133.0,"Drama, Romance","In this classic drama, Vicky Page is an aspiring ballerina torn between her dedication to dance and her desire to love. While her imperious instructor, Boris Lermontov, urges to her to forget anything but ballet, Vicky begins to fall for the charming young composer Julian Craster. Eventually Vicky, under great emotional stress, must choose to pursue either her art or her romance, a decision that carries serious consequences.",Michael Powell,"Moira Shearer, Anton Walbrook, Marius Goring, Léonide Massine, Robert Helpmann",,,,,,,,,,,
the right stuff,1983,,,,,,,,,,,,,,91.0,79.0,"Adventure,Biography,Drama,History",Philip Kaufman,193.0
the road,1954,,,,,,,,98.0,93.0,drama,Federico Fellini,1h 55m,http://www.rottentomatoes.com/m/the_road_1954,,,,,
the rules of the game,1950,,,,,,,,,,,,,,99.0,78.0,"Comedy,Drama",Jean Renoir,110.0
the searchers,1956,,,,,,,,,,,,,,94.0,76.0,"Adventure,Drama,Western",John Ford,119.0
the second mother,2015,8.037,737.0,112.0,Drama,"After leaving her daughter Jessica in a small town in Pernambuco to be raised by relatives, Val spends the next 13 years working as a nanny to Fabinho in São Paulo. She has financial stability but has to live with the guilt of having not raised Jessica herself. As Fabinho’s university entrance exams approach, Jessica reappears in her life and seems to want to give her mother a second chance. However, Jessica has not been raised to be a servant and her very existence will turn Val’s routine on its head. With precision and humour, the subtle and powerful forces that keep rigid class structures in place and how the youth may just be the ones to shake it all up.",Anna Muylaert,"Regina Casé, Camila Márdila, Karine Teles, Lourenço Mutarelli, Michel Joelsas",,,,,,,,,,,
the secret in their eyes,2009,7.989,2606.0,130.0,"Mystery, Thriller, Drama","Hoping to put to rest years of unease concerning a past case, retired criminal investigator Benjamín begins writing a novel based on the unsolved mystery of a newlywed’s rape and murder. With the help of a former colleague, judge Irene, he attempts to make sense of the past.",Juan José Campanella,"Ricardo Darín, Soledad Villamil, Pablo Rago, Javier Godino, Guillermo Francella",,,,,,,,,,,
the servant,1964,,,,,,,,,,,,,,94.0,79.0,Drama,Joseph Losey,116.0
the seventh continent (1989),0000,,,,,,,,,,,,,,89.0,0.0,Drama,Michael Haneke,104.0
the seventh seal,1957,8.185,3077.0,96.0,"Fantasy, Drama","When disillusioned Swedish knight Antonius Block returns home from the Crusades to find his country in the grips of the Black Death, he challenges Death to a chess match for his life. Tormented by the belief that God does not exist, Block sets off on a journey, meeting up with traveling players Jof and his wife, Mia, and becoming determined to evade Death long enough to commit one redemptive act while he still lives.",Ingmar Bergman,"Gunnar Björnstrand, Bengt Ekerot, Nils Poppe, Max von Sydow, Bibi Andersson",,,,,,,,,,,
the seventh seal,1958,,,,,,,,,,,,,,88.0,85.0,"Drama,Fantasy",Ingmar Bergman,96.0
the shawshank redemption,1994,8.708,28127.0,142.0,"Drama, Crime","Imprisoned in the 1940s for the double murder of his wife and her lover, upstanding banker Andy Dufresne begins a new life at the Shawshank prison, where he puts his accounting skills to work for an amoral warden. During his long stretch in prison, Dufresne comes to be admired by the other inmates -- including an older prisoner named Red -- for his integrity and unquenchable sense of hope.",Frank Darabont,"Morgan Freeman, Tim Robbins, Bob Gunton, William Sadler, Clancy Brown",,,,,,,,,,,
the shining,1980,8.212,17855.0,144.0,"Horror, Thriller","Jack Torrance accepts a caretaker job at the Overlook Hotel, where he, along with his wife Wendy and their son Danny, must live isolated from the rest of the world for the winter. But they aren't prepared for the madness that lurks within.",Stanley Kubrick,"Jack Nicholson, Shelley Duvall, Danny Lloyd, Scatman Crothers, Barry Nelson",,,,,,,,,,,
the shop around the corner,1940,8.139,747.0,99.0,"Comedy, Drama, Romance","Two employees at a gift shop can barely stand one another, without realising that they are falling in love through the post as each other's anonymous pen pal.",Ernst Lubitsch,"Margaret Sullavan, James Stewart, Frank Morgan, Joseph Schildkraut, Sara Haden",,,,,,,96.0,79.0,"Comedy,Drama,Romance",Ernst Lubitsch,99.0
the silence of the lambs,1991,8.346,16725.0,119.0,"Crime, Drama, Thriller","Clarice Starling is a top student at the FBI's training academy.  Jack Crawford wants Clarice to interview Dr. Hannibal Lecter, a brilliant psychiatrist who is also a violent psychopath, serving life behind bars for various acts of murder and cannibalism.  Crawford believes that Lecter may have insight into a case and that Starling, as an attractive young woman, may be just the bait to draw him out.",Jonathan Demme,"Jodie Foster, Anthony Hopkins, Scott Glenn, Ted Levine, Anthony Heald",,,,,,,,,,,
the sixth sense,1999,7.952,11974.0,107.0,"Mystery, Thriller, Drama","Following an unexpected tragedy, child psychologist Malcolm Crowe meets a nine year old boy named Cole Sear, who is hiding a dark secret.",M. Night Shyamalan,"Bruce Willis, Haley Joel Osment, Toni Collette, Olivia Williams, Trevor Morgan",,,,,,,,,,,
the social network,2010,,,,,,,,,,,,,,95.0,82.0,"Biography,Drama",David Fincher,120.0
the souvenir,2019,,,,,,,,,,,,,,92.0,64.0,"Drama,Romance",Joanna Hogg,120.0
the souvenir: part ii,2021,,,,,,,,,,,,,,90.0,62.0,"Drama,Romance",Joanna Hogg,107.0
the square,2013,,,,,,,,100.0,90.0,documentary,Jehane Noujaim,1h 44m,http://www.rottentomatoes.com/m/the_square_2013,,,,,
the square,2013,,,,,,,,100.0,90.0,documentary,Jehane Noujaim,1h 44m,http://www.rottentomatoes.com/m/the_square_2013,,,,,
the sting,1973,8.03,2686.0,129.0,"Comedy, Crime, Drama",A novice con man teams up with an acknowledged master to avenge the murder of a mutual friend by pulling off the ultimate big con and swindling a fortune from a big-time mobster.,George Roy Hill,"Paul Newman, Robert Redford, Robert Shaw, Charles Durning, Ray Walston",,,,,,,,,,,
the sweet hereafter,1997,,,,,,,,,,,,,,91.0,78.0,Drama,Atom Egoyan,112.0
the taking of pelham one two three,1974,,,,,,,,100.0,88.0,"mystery and thriller, crime, action, drama",Joseph Sargent,1h 44m,http://www.rottentomatoes.com/m/the_taking_of_pelham_one_two_three,,,,,
the taking of pelham one two three,1974,,,,,,,,100.0,88.0,"mystery and thriller, crime, action, drama",Joseph Sargent,1h 44m,http://www.rottentomatoes.com/m/the_taking_of_pelham_one_two_three,,,,,
the tale,2018,,,,,,,,,,,,,,90.0,72.0,"Biography,Drama,Mystery,Thriller",Jennifer Fox,114.0
the tale of the princess kaguya,2013,8.092,1824.0,137.0,"Animation, Drama, Fantasy","Found inside a shining stalk of bamboo by an old bamboo cutter and his wife, a tiny girl grows rapidly into an exquisite young lady. The mysterious young princess enthrals all who encounter her. But, ultimately, she must confront her fate.",Isao Takahata,"Aki Asakura, Takeo Chii, Nobuko Miyamoto, Kengo Kora, Atsuko Takahata",100.0,90.0,"fantasy, anime",Isao Takahata,2h 17m,http://www.rottentomatoes.com/m/the_tale_of_the_princess_kaguya,,,,,
the tale of the princess kaguya,2014,,,,,,,,,,,,,,89.0,85.0,"Animation,Drama,Family,Fantasy,Romance",Isao Takahata,137.0
the taste of others,2000,,,,,,,,100.0,82.0,comedy,Agnès Jaoui,1h 52m,http://www.rottentomatoes.com/m/the_taste_of_others,,,,,
the terminator,1984,,,,,,,,100.0,89.0,"mystery and thriller, sci fi, action",James Cameron,1h 48m,http://www.rottentomatoes.com/m/terminator,,,,,
the terminator,1984,,,,,,,,100.0,89.0,"mystery and thriller, sci fi, action",James Cameron,1h 48m,http://www.rottentomatoes.com/m/terminator,,,,,
the texas chain saw massacre,1974,,,,,,,,,,,,,,91.0,79.0,Horror,Tobe Hooper,83.0
the thin man,1934,,,,,,,,98.0,94.0,"comedy, drama",W. S. Van Dyke,1h 33m,http://www.rottentomatoes.com/m/thin_man,,,,,
the thin man,1934,,,,,,,,98.0,94.0,"comedy, drama",W. S. Van Dyke,1h 33m,http://www.rottentomatoes.com/m/thin_man,,,,,
the thin man,1934,,,,,,,,98.0,94.0,"comedy, drama",W. S. Van Dyke,1h 33m,http://www.rottentomatoes.com/m/thin_man,,,,,
the thing,1982,8.066,7232.0,109.0,"Horror, Mystery, Science Fiction","In the winter of 1982, a twelve-man research team at a remote Antarctic research station discovers an alien buried in the snow for over 100,000 years. Soon unfrozen, the form-changing creature wreaks havoc, creates terror... and becomes one of them.",John Carpenter,"Kurt Russell, Keith David, Wilford Brimley, T.K. Carter, David Clennon",,,,,,,,,,,
the third man,1949,7.916,1929.0,105.0,"Thriller, Mystery","In postwar Vienna, Austria, Holly Martins, a writer of pulp Westerns, arrives penniless as a guest of his childhood chum Harry Lime, only to learn he has died. Martins develops a conspiracy theory after learning of a ""third man"" present at the time of Harry's death, running into interference from British officer Major Calloway, and falling head-over-heels for Harry's grief-stricken lover, Anna.",Carol Reed,"Joseph Cotten, Alida Valli, Trevor Howard, Orson Welles, Paul Hörbiger",99.0,93.0,mystery and thriller,Carol Reed,1h 44m,http://www.rottentomatoes.com/m/the_third_man,97.0,84.0,"Drama,Film-Noir,Mystery,Thriller",Carol Reed,104.0
